InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542862,10817A,CLOCK,15,2011-03-01 23:00:00,53.48,13578,Germany
542863,28698B,TOY CAR,37,2011-03-01 23:30:00,95.18,17891,France
542864,35773A,CLOCK,10,2011-03-02 00:00:00,5.24,16821,Netherlands
542865,61732C,RED MUG,16,2011-03-02 00:30:00,122.64,15407,Norway
542866,40322B,NOTEBOOK,39,2011-03-02 01:00:00,39.2,12410,Germany
542867,19948C,BLUE PEN,13,2011-03-02 01:30:00,145.17,14116,Portugal
542868,89247B,WATER BOTTLE,32,2011-03-02 02:00:00,62.08,13973,Norway
542869,39887C,TOY CAR,28,2011-03-02 02:30:00,58.62,14971,Germany
542870,55687A,RED MUG,42,2011-03-02 03:00:00,46.82,16111,Belgium
542871,62693C,CLOCK,33,2011-03-02 03:30:00,73.93,13751,Spain
542872,15907C,PHOTO FRAME,37,2011-03-02 04:00:00,10.96,16562,Italy
542873,38713B,NOTEBOOK,46,2011-03-02 04:30:00,44.6,16546,Spain
542874,11977B,CANDLE,50,2011-03-02 05:00:00,19.55,17565,United Kingdom
542875,39294B,TOY CAR,44,2011-03-02 05:30:00,137.79,17164,Australia
542876,22850B,WHITE MUG,1,2011-03-02 06:00:00,9.28,16503,Germany
542877,50998C,GIFT BAG,17,2011-03-02 06:30:00,30.37,17405,France
542878,98424C,WATER BOTTLE,20,2011-03-02 07:00:00,102.1,13746,Spain
542879,43155C,BLUE PEN,33,2011-03-02 07:30:00,147.08,14209,United Kingdom
542880,15635A,WHITE MUG,30,2011-03-02 08:00:00,74.6,15573,Australia
542881,58212B,BLUE PEN,15,2011-03-02 08:30:00,132.55,13666,Australia
542882,65237B,TOY CAR,42,2011-03-02 09:00:00,87.51,13191,Portugal
542883,79509B,WATER BOTTLE,20,2011-03-02 09:30:00,24.84,17236,Norway
542884,63264C,WHITE MUG,28,2011-03-02 10:00:00,116.08,17238,Spain
542885,35761C,WATER BOTTLE,15,2011-03-02 10:30:00,8.7,13518,Portugal
542886,84835A,WATER BOTTLE,3,2011-03-02 11:00:00,145.05,13375,Belgium
542887,65167B,PHOTO FRAME,27,2011-03-02 11:30:00,7.65,13240,Belgium
542888,34419B,WHITE MUG,12,2011-03-02 12:00:00,62.51,14582,Italy
542889,55402A,BLUE PEN,47,2011-03-02 12:30:00,135.47,12383,Belgium
542890,76123B,BLUE PEN,40,2011-03-02 13:00:00,94.67,12992,Netherlands
542891,42898A,CLOCK,7,2011-03-02 13:30:00,81.95,13543,United Kingdom
542892,88041A,WATER BOTTLE,11,2011-03-02 14:00:00,74.16,17783,Portugal
542893,45971C,BLUE PEN,7,2011-03-02 14:30:00,73.23,15570,France
542894,62396B,CLOCK,6,2011-03-02 15:00:00,123.11,15843,Portugal
542895,19168B,CLOCK,45,2011-03-02 15:30:00,19.49,15014,Germany
542896,44328B,BLUE PEN,32,2011-03-02 16:00:00,83.58,12625,Spain
542897,68293A,CLOCK,12,2011-03-02 16:30:00,88.75,13614,Germany
542898,91841B,RED MUG,11,2011-03-02 17:00:00,53.8,15096,Italy
542899,21291B,GIFT BAG,6,2011-03-02 17:30:00,7.51,15268,United Kingdom
542900,60541A,NOTEBOOK,30,2011-03-02 18:00:00,53.19,15608,Netherlands
542901,19130A,RED MUG,16,2011-03-02 18:30:00,43.37,13241,Norway
542902,13497C,CANDLE,17,2011-03-02 19:00:00,74.28,14475,Belgium
542903,37222B,WHITE MUG,3,2011-03-02 19:30:00,113.31,13084,United Kingdom
542904,65283A,CLOCK,4,2011-03-02 20:00:00,13.52,15134,France
542905,39394C,BLUE PEN,20,2011-03-02 20:30:00,77.24,15400,Belgium
542906,78328A,BLUE PEN,42,2011-03-02 21:00:00,87.58,17372,Norway
542907,82904C,WATER BOTTLE,50,2011-03-02 21:30:00,105.2,18000,Australia
542908,18880A,RED MUG,1,2011-03-02 22:00:00,94.21,13011,Belgium
542909,10904C,RED MUG,8,2011-03-02 22:30:00,16.91,13387,Netherlands
542910,97378B,BLUE PEN,12,2011-03-02 23:00:00,35.44,12947,Netherlands
542911,10756C,RED MUG,43,2011-03-02 23:30:00,37.73,14556,Norway
542912,37664A,PHOTO FRAME,21,2011-03-03 00:00:00,118.47,14985,Netherlands
542913,24465C,PHOTO FRAME,10,2011-03-03 00:30:00,142.07,14602,Netherlands
542914,56953A,CLOCK,24,2011-03-03 01:00:00,4.06,16932,Belgium
542915,14442A,BLUE PEN,26,2011-03-03 01:30:00,137.69,14785,Norway
542916,62326C,TOY CAR,27,2011-03-03 02:00:00,11.33,16255,Netherlands
542917,77098A,RED MUG,17,2011-03-03 02:30:00,149.92,16219,Australia
542918,98647A,WHITE MUG,47,2011-03-03 03:00:00,121.16,13183,Germany
542919,69177B,RED MUG,49,2011-03-03 03:30:00,5.14,13198,Germany
542920,10439C,RED MUG,1,2011-03-03 04:00:00,58.49,14068,United Kingdom
542921,58988A,TOY CAR,6,2011-03-03 04:30:00,5.84,13301,Italy
542922,95630C,RED MUG,38,2011-03-03 05:00:00,132.62,17596,Spain
542923,12895C,PHOTO FRAME,16,2011-03-03 05:30:00,95.32,14056,Netherlands
542924,88094C,WHITE MUG,23,2011-03-03 06:00:00,37.47,13827,Netherlands
542925,92822B,NOTEBOOK,50,2011-03-03 06:30:00,140.24,16888,Australia
542926,48815A,CANDLE,48,2011-03-03 07:00:00,60.17,13363,United Kingdom
542927,25571C,CANDLE,28,2011-03-03 07:30:00,16.59,17027,Norway
542928,95719C,CANDLE,46,2011-03-03 08:00:00,25.2,14565,Portugal
542929,36109A,CLOCK,44,2011-03-03 08:30:00,130.95,18232,Italy
542930,52523C,WHITE MUG,9,2011-03-03 09:00:00,60.99,15872,Italy
542931,21059C,CLOCK,27,2011-03-03 09:30:00,28.41,14409,Spain
542932,85524C,CANDLE,7,2011-03-03 10:00:00,137.98,14020,Norway
542933,40022B,BLUE PEN,6,2011-03-03 10:30:00,83.09,14468,Belgium
542934,75912B,WHITE MUG,45,2011-03-03 11:00:00,94.83,12858,Spain
542935,67685C,BLUE PEN,26,2011-03-03 11:30:00,86.0,15448,Belgium
542936,73558A,GIFT BAG,16,2011-03-03 12:00:00,100.37,17248,United Kingdom
542937,80666C,WATER BOTTLE,20,2011-03-03 12:30:00,40.36,12412,Belgium
542938,84766A,CANDLE,17,2011-03-03 13:00:00,116.98,13473,France
542939,90284A,TOY CAR,28,2011-03-03 13:30:00,58.33,15983,Spain
542940,38398B,WATER BOTTLE,8,2011-03-03 14:00:00,50.88,14425,Australia
542941,41190C,BLUE PEN,32,2011-03-03 14:30:00,140.23,15287,United Kingdom
542942,49391C,CLOCK,49,2011-03-03 15:00:00,57.26,16748,Italy
542943,65407A,TOY CAR,6,2011-03-03 15:30:00,6.59,12665,Belgium
542944,24145C,BLUE PEN,14,2011-03-03 16:00:00,78.21,15243,Netherlands
542945,34731B,WHITE MUG,35,2011-03-03 16:30:00,71.14,13846,Italy
542946,27737C,NOTEBOOK,44,2011-03-03 17:00:00,16.35,18283,Netherlands
542947,74093C,WHITE MUG,11,2011-03-03 17:30:00,123.16,16212,Netherlands
542948,70857C,GIFT BAG,25,2011-03-03 18:00:00,146.94,14233,United Kingdom
542949,56321C,NOTEBOOK,35,2011-03-03 18:30:00,65.08,15489,Norway
542950,65131B,CANDLE,49,2011-03-03 19:00:00,80.97,15612,Belgium
542951,25606B,WHITE MUG,28,2011-03-03 19:30:00,91.96,12986,Portugal
542952,80359C,WATER BOTTLE,34,2011-03-03 20:00:00,18.09,17549,Spain
542953,10801B,PHOTO FRAME,30,2011-03-03 20:30:00,91.85,16220,Germany
542954,54724C,BLUE PEN,44,2011-03-03 21:00:00,23.37,16556,Germany
542955,11339A,PHOTO FRAME,4,2011-03-03 21:30:00,76.15,17610,Germany
542956,25266C,BLUE PEN,31,2011-03-03 22:00:00,5.3,14847,Germany
542957,31312B,BLUE PEN,37,2011-03-03 22:30:00,80.11,17470,Italy
542958,84229C,NOTEBOOK,11,2011-03-03 23:00:00,70.22,15179,Italy
542959,81497C,TOY CAR,30,2011-03-03 23:30:00,142.56,13177,Germany
542960,61948B,CANDLE,8,2011-03-04 00:00:00,50.86,12929,United Kingdom
542961,74317A,WATER BOTTLE,24,2011-03-04 00:30:00,23.01,15733,Spain
542962,21106C,NOTEBOOK,9,2011-03-04 01:00:00,125.62,15042,France
542963,31763B,NOTEBOOK,50,2011-03-04 01:30:00,72.49,14338,United Kingdom
542964,29645B,PHOTO FRAME,11,2011-03-04 02:00:00,142.81,16410,Belgium
542965,41548C,WHITE MUG,50,2011-03-04 02:30:00,31.61,16741,Spain
542966,57964C,PHOTO FRAME,36,2011-03-04 03:00:00,131.54,14016,Australia
542967,73560C,CLOCK,37,2011-03-04 03:30:00,29.41,12607,Belgium
542968,46062B,CLOCK,17,2011-03-04 04:00:00,65.73,15351,Australia
542969,17006A,PHOTO FRAME,3,2011-03-04 04:30:00,92.36,15356,Norway
542970,25285B,RED MUG,7,2011-03-04 05:00:00,59.63,14943,Germany
542971,34199A,CANDLE,9,2011-03-04 05:30:00,69.81,13683,Germany
542972,51708A,NOTEBOOK,11,2011-03-04 06:00:00,43.82,16024,France
542973,11916B,GIFT BAG,10,2011-03-04 06:30:00,71.94,17253,Belgium
542974,95498B,WATER BOTTLE,14,2011-03-04 07:00:00,78.48,13733,France
542975,34560A,CLOCK,4,2011-03-04 07:30:00,62.13,14200,France
542976,91834C,CANDLE,20,2011-03-04 08:00:00,95.21,12651,France
542977,55158B,BLUE PEN,37,2011-03-04 08:30:00,61.81,13383,Belgium
542978,26350C,NOTEBOOK,25,2011-03-04 09:00:00,29.08,13870,Australia
542979,62937C,WHITE MUG,5,2011-03-04 09:30:00,49.52,17305,Germany
542980,83133B,WHITE MUG,46,2011-03-04 10:00:00,41.32,12848,Portugal
542981,26530B,TOY CAR,3,2011-03-04 10:30:00,48.02,13557,Italy
542982,34961C,CANDLE,47,2011-03-04 11:00:00,102.14,15875,United Kingdom
542983,82021A,TOY CAR,36,2011-03-04 11:30:00,83.76,17790,Netherlands
542984,39671A,PHOTO FRAME,6,2011-03-04 12:00:00,114.06,14394,Germany
542985,87057C,BLUE PEN,44,2011-03-04 12:30:00,49.22,12662,Germany
542986,85136B,CLOCK,50,2011-03-04 13:00:00,31.72,14782,United Kingdom
542987,45182C,TOY CAR,12,2011-03-04 13:30:00,77.37,17447,Norway
542988,73555A,TOY CAR,43,2011-03-04 14:00:00,59.44,16672,Norway
542989,75753C,TOY CAR,1,2011-03-04 14:30:00,16.93,12404,Norway
542990,61631B,PHOTO FRAME,42,2011-03-04 15:00:00,85.03,15841,Spain
542991,66818A,NOTEBOOK,1,2011-03-04 15:30:00,62.58,16456,Norway
542992,26331C,CLOCK,38,2011-03-04 16:00:00,108.71,13475,Portugal
542993,86425C,GIFT BAG,9,2011-03-04 16:30:00,93.45,13867,France
542994,68348A,CLOCK,4,2011-03-04 17:00:00,81.02,13747,Norway
542995,20839A,BLUE PEN,5,2011-03-04 17:30:00,135.67,13744,United Kingdom
542996,19307A,GIFT BAG,21,2011-03-04 18:00:00,12.11,16271,Belgium
542997,37147A,WATER BOTTLE,13,2011-03-04 18:30:00,55.71,16215,Netherlands
542998,55571A,PHOTO FRAME,11,2011-03-04 19:00:00,77.15,12679,France
542999,47818C,NOTEBOOK,48,2011-03-04 19:30:00,12.54,12957,Australia
543000,31845B,WHITE MUG,34,2011-03-04 20:00:00,30.72,15699,Portugal
543001,24388B,GIFT BAG,6,2011-03-04 20:30:00,95.81,18071,Spain
543002,59445C,TOY CAR,22,2011-03-04 21:00:00,24.04,13068,Australia
543003,12681C,GIFT BAG,7,2011-03-04 21:30:00,118.75,17969,United Kingdom
543004,22236C,RED MUG,40,2011-03-04 22:00:00,117.62,17324,France
543005,12369B,TOY CAR,18,2011-03-04 22:30:00,52.04,17156,United Kingdom
543006,25448B,NOTEBOOK,50,2011-03-04 23:00:00,80.94,15977,United Kingdom
543007,59472A,GIFT BAG,2,2011-03-04 23:30:00,64.23,13516,Spain
543008,62365A,CLOCK,12,2011-03-05 00:00:00,17.31,14721,Australia
543009,21979C,WATER BOTTLE,14,2011-03-05 00:30:00,31.96,12721,Italy
543010,62486A,WHITE MUG,16,2011-03-05 01:00:00,28.04,12933,Norway
543011,38959B,CANDLE,16,2011-03-05 01:30:00,59.7,12442,France
543012,82798B,PHOTO FRAME,49,2011-03-05 02:00:00,50.03,15903,Italy
543013,35646A,CANDLE,30,2011-03-05 02:30:00,24.94,16490,Norway
543014,30534B,CLOCK,28,2011-03-05 03:00:00,71.47,13725,Norway
543015,85499C,CLOCK,42,2011-03-05 03:30:00,148.91,12953,Portugal
543016,38893C,CANDLE,45,2011-03-05 04:00:00,0.59,15928,United Kingdom
543017,61047B,RED MUG,47,2011-03-05 04:30:00,54.13,17883,Germany
543018,53934A,RED MUG,46,2011-03-05 05:00:00,31.97,13123,Italy
543019,86244B,BLUE PEN,29,2011-03-05 05:30:00,112.99,15007,Netherlands
543020,17599A,CLOCK,22,2011-03-05 06:00:00,29.62,14473,Spain
543021,36773C,CANDLE,18,2011-03-05 06:30:00,135.77,13853,Portugal
543022,57644C,PHOTO FRAME,37,2011-03-05 07:00:00,1.44,13729,Norway
543023,19091A,PHOTO FRAME,41,2011-03-05 07:30:00,7.81,13865,Norway
543024,85654C,PHOTO FRAME,48,2011-03-05 08:00:00,135.64,13183,Spain
543025,31053A,CLOCK,37,2011-03-05 08:30:00,96.19,18271,Netherlands
543026,53683A,WATER BOTTLE,26,2011-03-05 09:00:00,67.5,16310,Italy
543027,67399C,GIFT BAG,13,2011-03-05 09:30:00,66.75,14999,United Kingdom
543028,77541A,NOTEBOOK,32,2011-03-05 10:00:00,35.84,17477,Australia
543029,92924B,CANDLE,20,2011-03-05 10:30:00,37.08,18136,United Kingdom
543030,89147C,NOTEBOOK,37,2011-03-05 11:00:00,19.58,14121,United Kingdom
543031,35836B,WHITE MUG,10,2011-03-05 11:30:00,83.4,14433,Norway
543032,13405A,CLOCK,43,2011-03-05 12:00:00,9.34,13520,Netherlands
543033,58042C,BLUE PEN,24,2011-03-05 12:30:00,138.99,16089,United Kingdom
543034,37745C,GIFT BAG,21,2011-03-05 13:00:00,123.43,15407,Germany
543035,29546B,PHOTO FRAME,12,2011-03-05 13:30:00,148.36,17918,Spain
543036,86211C,NOTEBOOK,21,2011-03-05 14:00:00,102.1,14315,France
543037,70508A,NOTEBOOK,6,2011-03-05 14:30:00,8.95,17207,France
543038,43923B,GIFT BAG,11,2011-03-05 15:00:00,30.96,16828,Belgium
543039,82720A,WATER BOTTLE,23,2011-03-05 15:30:00,23.39,17456,Netherlands
543040,96415C,NOTEBOOK,37,2011-03-05 16:00:00,51.99,17850,Norway
543041,19658C,WATER BOTTLE,8,2011-03-05 16:30:00,80.68,15152,France
543042,40327B,WHITE MUG,39,2011-03-05 17:00:00,79.16,16721,United Kingdom
543043,12880C,WHITE MUG,47,2011-03-05 17:30:00,143.29,17797,Germany
543044,55718A,RED MUG,5,2011-03-05 18:00:00,122.39,13382,United Kingdom
543045,46233C,CANDLE,27,2011-03-05 18:30:00,59.92,13917,United Kingdom
543046,30816A,BLUE PEN,30,2011-03-05 19:00:00,56.73,15214,Italy
543047,88837A,GIFT BAG,33,2011-03-05 19:30:00,48.07,13093,Australia
543048,22748B,TOY CAR,4,2011-03-05 20:00:00,11.25,13581,Belgium
543049,77543B,TOY CAR,23,2011-03-05 20:30:00,132.67,15334,Australia
543050,98067C,PHOTO FRAME,23,2011-03-05 21:00:00,37.58,16124,Italy
543051,54945A,TOY CAR,39,2011-03-05 21:30:00,107.0,12472,France
543052,53464A,RED MUG,50,2011-03-05 22:00:00,67.94,14088,Netherlands
543053,85880C,CANDLE,9,2011-03-05 22:30:00,1.07,15166,Australia
543054,37421B,CLOCK,22,2011-03-05 23:00:00,134.45,15847,Belgium
543055,22133A,CLOCK,26,2011-03-05 23:30:00,140.3,14323,Norway
543056,24042B,NOTEBOOK,14,2011-03-06 00:00:00,145.19,14929,United Kingdom
543057,73807B,BLUE PEN,29,2011-03-06 00:30:00,18.86,13337,Spain
543058,73998B,BLUE PEN,24,2011-03-06 01:00:00,60.85,15502,United Kingdom
543059,33981C,BLUE PEN,22,2011-03-06 01:30:00,57.51,16799,Norway
543060,39887A,CLOCK,24,2011-03-06 02:00:00,65.16,12398,Australia
543061,52668A,NOTEBOOK,44,2011-03-06 02:30:00,99.15,17532,Germany
543062,39250A,WHITE MUG,22,2011-03-06 03:00:00,105.81,18269,Netherlands
543063,89033A,WHITE MUG,37,2011-03-06 03:30:00,118.96,17932,France
543064,36830C,WHITE MUG,29,2011-03-06 04:00:00,129.08,14866,Belgium
543065,50769A,CANDLE,43,2011-03-06 04:30:00,33.46,17315,Belgium
543066,78792C,NOTEBOOK,49,2011-03-06 05:00:00,123.66,16369,Portugal
543067,37914A,TOY CAR,13,2011-03-06 05:30:00,17.1,13575,Belgium
543068,86578A,PHOTO FRAME,37,2011-03-06 06:00:00,137.54,16991,Norway
543069,93452B,TOY CAR,7,2011-03-06 06:30:00,89.9,14489,Italy
543070,20349B,PHOTO FRAME,47,2011-03-06 07:00:00,134.98,17106,Portugal
543071,62367C,GIFT BAG,15,2011-03-06 07:30:00,104.39,17254,Norway
543072,26612B,CLOCK,19,2011-03-06 08:00:00,49.07,14397,Netherlands
543073,94906B,TOY CAR,50,2011-03-06 08:30:00,56.15,15041,Belgium
543074,72175A,NOTEBOOK,2,2011-03-06 09:00:00,144.45,13604,Germany
543075,16379A,WATER BOTTLE,21,2011-03-06 09:30:00,24.56,15495,Italy
543076,91801C,PHOTO FRAME,27,2011-03-06 10:00:00,62.17,14404,Italy
543077,47571A,GIFT BAG,42,2011-03-06 10:30:00,1.37,15961,Spain
543078,33999B,CANDLE,46,2011-03-06 11:00:00,38.59,16042,Spain
543079,37743A,NOTEBOOK,16,2011-03-06 11:30:00,44.53,12421,Italy
543080,62114A,BLUE PEN,30,2011-03-06 12:00:00,93.94,17734,Germany
543081,40782A,RED MUG,40,2011-03-06 12:30:00,58.04,14080,Italy
543082,68114B,TOY CAR,13,2011-03-06 13:00:00,100.42,12614,Portugal
543083,34568A,CANDLE,43,2011-03-06 13:30:00,91.04,18090,Belgium
543084,31465B,BLUE PEN,17,2011-03-06 14:00:00,51.2,17741,Netherlands
543085,90081A,RED MUG,44,2011-03-06 14:30:00,120.74,12475,Germany
543086,58261B,BLUE PEN,11,2011-03-06 15:00:00,73.4,16695,Netherlands
543087,67872B,CLOCK,19,2011-03-06 15:30:00,77.01,12716,Germany
543088,47970B,RED MUG,44,2011-03-06 16:00:00,65.88,16887,Netherlands
543089,28320B,NOTEBOOK,5,2011-03-06 16:30:00,40.13,15903,Italy
543090,82359B,TOY CAR,41,2011-03-06 17:00:00,16.33,15512,France
543091,10377C,CANDLE,37,2011-03-06 17:30:00,34.33,14897,Australia
543092,87568B,GIFT BAG,3,2011-03-06 18:00:00,4.32,15133,Norway
543093,81273A,PHOTO FRAME,28,2011-03-06 18:30:00,94.94,13295,United Kingdom
543094,45317A,PHOTO FRAME,37,2011-03-06 19:00:00,48.8,17326,Spain
543095,31502A,NOTEBOOK,16,2011-03-06 19:30:00,93.12,13302,Spain
543096,20014B,WHITE MUG,11,2011-03-06 20:00:00,130.05,14537,Spain
543097,10631B,TOY CAR,41,2011-03-06 20:30:00,67.58,13199,Netherlands
543098,48540C,PHOTO FRAME,46,2011-03-06 21:00:00,91.74,12739,Italy
543099,59774B,BLUE PEN,36,2011-03-06 21:30:00,75.46,17542,France
543100,12800B,TOY CAR,13,2011-03-06 22:00:00,18.27,15300,Australia
543101,62011C,TOY CAR,29,2011-03-06 22:30:00,92.69,17658,Spain
543102,90386A,WHITE MUG,9,2011-03-06 23:00:00,121.39,15936,Germany
543103,91329B,NOTEBOOK,30,2011-03-06 23:30:00,30.55,12788,Netherlands
543104,67408B,TOY CAR,10,2011-03-07 00:00:00,138.02,17958,France
543105,94537A,CANDLE,34,2011-03-07 00:30:00,10.63,14847,Netherlands
543106,96228B,GIFT BAG,24,2011-03-07 01:00:00,121.64,15203,France
543107,82762B,RED MUG,17,2011-03-07 01:30:00,79.6,15047,France
543108,23479A,CLOCK,12,2011-03-07 02:00:00,80.67,17320,United Kingdom
543109,56157B,CANDLE,49,2011-03-07 02:30:00,78.09,17840,Spain
543110,21797C,RED MUG,21,2011-03-07 03:00:00,44.94,17057,Netherlands
543111,81957B,WHITE MUG,2,2011-03-07 03:30:00,85.98,14912,Norway
543112,28299C,GIFT BAG,40,2011-03-07 04:00:00,80.16,15598,Australia
543113,87272A,CANDLE,47,2011-03-07 04:30:00,116.43,13070,Italy
543114,71200C,GIFT BAG,30,2011-03-07 05:00:00,42.59,17628,Italy
543115,65034B,CLOCK,8,2011-03-07 05:30:00,113.15,14264,Netherlands
543116,67296B,CLOCK,46,2011-03-07 06:00:00,113.5,12683,Portugal
543117,44503B,GIFT BAG,33,2011-03-07 06:30:00,88.18,14832,Portugal
543118,20476C,TOY CAR,41,2011-03-07 07:00:00,81.45,16335,Norway
543119,87208A,GIFT BAG,22,2011-03-07 07:30:00,143.65,14869,United Kingdom
543120,35141B,WHITE MUG,26,2011-03-07 08:00:00,138.04,15801,Germany
543121,74566A,RED MUG,19,2011-03-07 08:30:00,32.26,15499,France
543122,81545B,CANDLE,2,2011-03-07 09:00:00,96.13,13127,Germany
543123,91632C,GIFT BAG,50,2011-03-07 09:30:00,126.34,18147,Spain
543124,73173A,CANDLE,42,2011-03-07 10:00:00,12.42,14357,Australia
543125,63285B,CLOCK,34,2011-03-07 10:30:00,44.21,14546,United Kingdom
543126,98901C,NOTEBOOK,43,2011-03-07 11:00:00,84.74,15134,Italy
543127,82828B,TOY CAR,45,2011-03-07 11:30:00,29.84,13371,Netherlands
543128,19878B,BLUE PEN,28,2011-03-07 12:00:00,9.6,17324,Australia
543129,61000B,RED MUG,42,2011-03-07 12:30:00,73.9,13629,United Kingdom
543130,89562C,CLOCK,17,2011-03-07 13:00:00,43.03,15156,Portugal
543131,59368C,RED MUG,31,2011-03-07 13:30:00,86.63,14981,France
543132,54240C,CANDLE,14,2011-03-07 14:00:00,58.8,17321,Netherlands
543133,74427C,WATER BOTTLE,13,2011-03-07 14:30:00,57.04,15642,Germany
543134,38623B,NOTEBOOK,2,2011-03-07 15:00:00,37.04,14109,Spain
543135,21750C,RED MUG,37,2011-03-07 15:30:00,15.99,14142,Australia
543136,92474B,WHITE MUG,12,2011-03-07 16:00:00,124.29,14980,Belgium
543137,22738A,GIFT BAG,48,2011-03-07 16:30:00,41.79,16406,Portugal
543138,99977A,TOY CAR,13,2011-03-07 17:00:00,70.51,16438,Norway
543139,17881A,TOY CAR,34,2011-03-07 17:30:00,127.86,12881,France
543140,36258B,WHITE MUG,28,2011-03-07 18:00:00,16.51,12595,France
543141,38000A,BLUE PEN,3,2011-03-07 18:30:00,84.15,16051,Norway
543142,11440A,PHOTO FRAME,41,2011-03-07 19:00:00,17.06,14818,Belgium
543143,94058C,BLUE PEN,3,2011-03-07 19:30:00,133.48,15862,Australia
543144,60800A,CLOCK,47,2011-03-07 20:00:00,9.62,17457,Spain
543145,79782C,WHITE MUG,8,2011-03-07 20:30:00,53.2,12540,Belgium
543146,64149B,WATER BOTTLE,17,2011-03-07 21:00:00,145.63,16777,Spain
543147,33067C,CANDLE,39,2011-03-07 21:30:00,1.5,18215,Germany
543148,87959B,WATER BOTTLE,30,2011-03-07 22:00:00,94.9,16974,Italy
543149,60651C,BLUE PEN,42,2011-03-07 22:30:00,25.94,15282,Spain
543150,46007C,CANDLE,25,2011-03-07 23:00:00,130.01,17573,Portugal
543151,69319B,CLOCK,31,2011-03-07 23:30:00,43.46,13460,United Kingdom
543152,31293A,WATER BOTTLE,22,2011-03-08 00:00:00,24.57,12694,Netherlands
543153,98578A,NOTEBOOK,6,2011-03-08 00:30:00,90.78,16013,Norway
543154,29709B,BLUE PEN,23,2011-03-08 01:00:00,127.58,17406,Spain
543155,58475A,CANDLE,37,2011-03-08 01:30:00,11.46,14837,United Kingdom
543156,90169A,NOTEBOOK,3,2011-03-08 02:00:00,3.24,16919,Netherlands
543157,35771C,WATER BOTTLE,11,2011-03-08 02:30:00,143.67,13533,Germany
543158,69650A,TOY CAR,43,2011-03-08 03:00:00,83.57,16821,Norway
543159,83712A,PHOTO FRAME,20,2011-03-08 03:30:00,39.19,17977,Netherlands
543160,34747C,WHITE MUG,38,2011-03-08 04:00:00,105.81,12738,Italy
543161,95794C,NOTEBOOK,27,2011-03-08 04:30:00,75.6,14871,Australia
543162,97948B,CANDLE,31,2011-03-08 05:00:00,81.0,15905,Norway
543163,81411C,GIFT BAG,29,2011-03-08 05:30:00,69.31,15339,Germany
543164,92290B,WATER BOTTLE,2,2011-03-08 06:00:00,137.25,12819,Italy
543165,39486B,NOTEBOOK,22,2011-03-08 06:30:00,118.03,15923,Netherlands
543166,11040B,TOY CAR,43,2011-03-08 07:00:00,17.18,15182,Belgium
543167,95740C,GIFT BAG,26,2011-03-08 07:30:00,106.82,13299,Portugal
543168,74170C,WATER BOTTLE,30,2011-03-08 08:00:00,112.28,17958,Australia
543169,86956C,NOTEBOOK,28,2011-03-08 08:30:00,49.87,13010,Norway
543170,46956A,TOY CAR,42,2011-03-08 09:00:00,98.45,16114,France
543171,15072C,NOTEBOOK,8,2011-03-08 09:30:00,14.84,17200,Spain
543172,57538C,GIFT BAG,9,2011-03-08 10:00:00,31.38,16680,Netherlands
543173,73722B,PHOTO FRAME,20,2011-03-08 10:30:00,77.09,17416,Netherlands
543174,57618B,CLOCK,24,2011-03-08 11:00:00,83.76,17041,United Kingdom
543175,49251C,NOTEBOOK,45,2011-03-08 11:30:00,89.98,17688,Australia
543176,37034B,BLUE PEN,18,2011-03-08 12:00:00,111.16,12348,United Kingdom
543177,68341B,PHOTO FRAME,26,2011-03-08 12:30:00,109.17,16701,Belgium
543178,86770A,WATER BOTTLE,28,2011-03-08 13:00:00,1.47,12832,Belgium
543179,98171A,TOY CAR,33,2011-03-08 13:30:00,51.25,13793,France
543180,60111C,PHOTO FRAME,11,2011-03-08 14:00:00,120.87,14521,Norway
543181,90762C,NOTEBOOK,42,2011-03-08 14:30:00,90.08,13472,United Kingdom
543182,28075C,WHITE MUG,3,2011-03-08 15:00:00,64.61,18270,France
543183,81390C,CLOCK,30,2011-03-08 15:30:00,139.77,18097,Belgium
543184,67620C,WHITE MUG,10,2011-03-08 16:00:00,67.39,14930,France
543185,75590C,WHITE MUG,9,2011-03-08 16:30:00,91.74,16653,Portugal
543186,67779C,CANDLE,45,2011-03-08 17:00:00,50.38,18090,United Kingdom
543187,25550C,RED MUG,45,2011-03-08 17:30:00,123.98,13843,France
543188,34761A,PHOTO FRAME,2,2011-03-08 18:00:00,32.78,16817,Netherlands
543189,91519B,WHITE MUG,11,2011-03-08 18:30:00,54.69,13825,Portugal
543190,32308B,TOY CAR,22,2011-03-08 19:00:00,51.83,15542,Australia
543191,78230A,CANDLE,6,2011-03-08 19:30:00,119.83,14371,United Kingdom
543192,32107A,TOY CAR,9,2011-03-08 20:00:00,148.64,12573,Italy
543193,47836A,BLUE PEN,36,2011-03-08 20:30:00,127.77,13242,Germany
543194,41014A,BLUE PEN,10,2011-03-08 21:00:00,51.2,16162,Italy
543195,80187A,BLUE PEN,29,2011-03-08 21:30:00,66.04,18214,Norway
543196,58734C,CANDLE,2,2011-03-08 22:00:00,103.99,12506,Spain
543197,58048C,RED MUG,16,2011-03-08 22:30:00,91.74,12539,Belgium
